round,value,daily_double,category,answer,question,air_date,answer_length,answer_word_count,syllable_count,sentence_count,dale_chall_score,processed_answer
1,300,no,SPORTS,You win this when you pick the winners of 2 successive horse races,the Daily Double,1984-12-04,66,13,16,1,6.71,"['win', 'thi', 'pick', 'winner', '2', 'success', 'hors', 'race']"
1,400,no,SPORTS,"What the letters in ""SCUBA"" stand for",self-contained underwater breathing apparatus,1984-12-04,37,7,9,1,8.5,"['letter', 'scuba', 'stand']"
1,500,no,SPORTS,"On an official archery target, it's the color of the bull's eye",yellow (or gold),1984-12-04,63,12,16,1,6.86,"['offici', 'archeri', 'target', 'color', 'bull', 'eye']"
1,100,no,SPORTS,"It's where relief pitchers, not matadors, warm up",the bullpen,1984-12-05,49,8,11,1,9.95,"['relief', 'pitcher', 'matador', 'warm']"
1,200,no,SPORTS,"Because of this rule, no horse has ever won the Kentucky Derby twice",(only) a 3-year old (can run),1984-12-05,68,13,17,1,6.71,"['becaus', 'thi', 'rule', 'hors', 'ha', 'ever', 'kentucki', 'derbi', 'twice']"
1,800,yes,SPORTS,These 2 former Olympic athletes became movie Tarzans,Buster Crabbe and Johnny Weissmuller,1984-12-05,52,8,11,1,7.98,"['2', 'former', 'olymp', 'athlet', 'becam', 'movi', 'tarzan']"
1,400,no,SPORTS,He shouts the commands in crew racing,coxswain,1984-12-05,37,7,9,1,8.5,"['shout', 'command', 'crew', 'race']"
2,200,no,RELIGION,"In 1978, this pope reigned for only 34 days",Pope John Paul I,1984-12-05,43,9,10,1,0.45,"['1978', 'thi', 'pope', 'reign', 'onli', '34', 'day']"
2,400,no,RELIGION,Colonial Maryland was founded as haven for members of this church,the (Roman) Catholic Church,1984-12-05,65,11,15,1,9.92,"['coloni', 'maryland', 'wa', 'found', 'member', 'thi', 'church']"
2,200,no,U.S. HISTORY,The 1st permanent English settlement in America,Jamestown,1984-12-05,47,7,14,1,6.24,"['1st', 'perman', 'english', 'settlement', 'america']"
2,400,no,U.S. HISTORY,"\""Reconstruction"" was the 13-year period following this",the Civil War,1984-12-05,55,7,14,1,8.5,"['reconstruct', 'wa', '13year', 'period', 'follow', 'thi']"
2,600,no,U.S. HISTORY,Only U.S. civilians ever executed in America for espionage,Julius and Ethel Rosenberg,1984-12-05,58,9,19,1,9.35,"['onli', 'u', 'civilian', 'ever', 'execut', 'america', 'espionag']"
2,200,no,U.S. CITIES,The larger Kansas City is in this state,Missouri,1984-12-06,39,8,10,1,7.98,"['larger', 'kansa', 'citi', 'thi', 'state']"
2,400,no,U.S. CITIES,The Alamo is in the downtown of this city,San Antonio,1984-12-06,41,9,10,1,0.45,"['alamo', 'downtown', 'thi', 'citi']"
2,600,no,U.S. CITIES,"Via St. Lawrence Seaway, ships from Europe can reach this largest Minnesota port",Duluth,1984-12-06,80,13,17,1,7.93,"['via', 'st', 'lawrenc', 'seaway', 'ship', 'europ', 'reach', 'thi', 'largest', 'minnesota', 'port']"
2,800,no,U.S. CITIES,It's California's 2nd largest in population,San Diego,1984-12-06,43,6,12,1,9.2,"['california', '2nd', 'largest', 'popul']"
3,0,no,WORLD HISTORY,In 1804 this Caribbean country became 1st black nation to gain freedom from European colonial rule,Haiti,1984-12-06,98,16,25,1,8.38,"['1804', 'thi', 'caribbean', 'countri', 'becam', '1st', 'black', 'nation', 'gain', 'freedom', 'european', 'coloni', 'rule']"
2,200,no,HISTORY,Omar Khayyam's ancient Iran,Persia,1984-12-07,27,4,5,1,7.78,"['omar', 'khayyam', 'ancient', 'iran']"
2,400,no,HISTORY,Ancient Yucatan tribe that had no schools but were excellent astronomers,the Mayans,1984-12-07,72,11,16,1,9.92,"['ancient', 'yucatan', 'tribe', 'school', 'excel', 'astronom']"
2,600,no,HISTORY,"In '38, the Munich Agreement allowed Germany to partition this country",Czechoslovakia,1984-12-07,70,11,18,1,11.36,"['38', 'munich', 'agreement', 'allow', 'germani', 'partit', 'thi', 'countri']"
2,800,no,HISTORY,"With the Angles & Jutes, they conquered 5th century England",the Saxons,1984-12-07,59,10,15,1,11.1,"['angl', 'jute', 'conquer', '5th', 'centuri', 'england']"
2,1000,no,HISTORY,Many of them left France when Louis XIV revoked the Edict of Nantes,the Huguenots,1984-12-07,67,13,14,1,5.5,"['mani', 'left', 'franc', 'loui', 'xiv', 'revok', 'edict', 'nant']"
1,100,no,SCIENCE,A typical snowflake has this many sides,6,1984-12-10,39,7,9,1,6.24,"['typic', 'snowflak', 'ha', 'thi', 'mani', 'side']"
1,200,no,SCIENCE,"Common element whose refined forms include pig, cast or wrought",iron,1984-12-10,63,10,15,1,10.45,"['common', 'element', 'whose', 'refin', 'form', 'includ', 'pig', 'cast', 'wrought']"
1,300,no,SCIENCE,"After length, width & depth, the 4th dimension",time,1984-12-10,46,8,11,1,6.24,"['length', 'width', 'depth', '4th', 'dimens']"
1,400,no,SCIENCE,"Type of organism that lives off of another, contributing nothing",a parasite,1984-12-10,64,10,17,1,7.29,"['type', 'organ', 'life', 'anoth', 'contribut', 'noth']"
1,500,no,SCIENCE,Shattering sound that accompanies breaking the sound barrier,a sonic boom,1984-12-10,60,8,16,1,11.93,"['shatter', 'sound', 'accompani', 'break', 'sound', 'barrier']"
2,200,no,LITERATURE,"\""Grimm"" stories",fairy tales,1984-12-10,16,2,3,1,0.1,"['grimm', 'stori']"
2,400,no,LITERATURE,Literary point of view when I write like this,first person singular,1984-12-10,45,9,11,1,5.84,"['literari', 'point', 'view', 'write', 'like', 'thi']"
2,600,no,LITERATURE,Language of Chaucer,Middle English,1984-12-10,19,3,4,1,0.15,"['languag', 'chaucer']"
2,1000,no,LITERATURE,"In the '20s, Hemingway & Fitzgerald were among these ""missing"" literary offspring",The Lost Generation,1984-12-10,81,12,19,1,11.36,"['20', 'hemingway', 'fitzgerald', 'among', 'miss', 'literari', 'offspr']"
2,200,no,WORLD HISTORY,"Asia's population giant, finally admitted to U.N. in 1971",(The People's Republic of) China,1984-12-10,57,9,17,1,7.59,"['asia', 'popul', 'giant', 'final', 'admit', 'un', '1971']"
2,400,no,WORLD HISTORY,"Including, in 19th century, one quarter of world's land & people, the sun never set on it",the British Empire,1984-12-10,89,17,24,1,6.4,"['includ', '19th', 'centuri', 'one', 'quarter', 'world', 'land', 'peopl', 'sun', 'never', 'set']"
2,600,no,WORLD HISTORY,"Sinatra, Gifford & McGee or Germanic peoples who helped conquer Rome",the Franks,1984-12-10,68,11,17,1,12.03,"['sinatra', 'gifford', 'mcgee', 'german', 'peopl', 'help', 'conquer', 'rome']"
2,800,no,WORLD HISTORY,Nicaraguan guerrilla group that overthrew Somoza,the Sandinistas,1984-12-10,48,6,10,1,11.83,"['nicaraguan', 'guerrilla', 'group', 'overthrew', 'somoza']"
2,1000,no,WORLD HISTORY,"In 1888, it was last country in W. Hemisphere to abolish slavery",Brazil,1984-12-10,64,12,16,2,7.88,"['1888', 'wa', 'last', 'countri', 'w', 'hemispher', 'abolish', 'slaveri']"
3,0,no,U.S. GEOGRAPHY,The 2 states on both sides of the Mississippi,Louisiana and Minnesota,1984-12-10,45,9,12,1,5.84,"['2', 'state', 'side', 'mississippi']"
1,100,no,ANIMALS,"\""Sly"" creature sought by sportsmen riding to hounds",a fox,1984-12-11,52,8,11,1,7.98,"['sli', 'creatur', 'sought', 'sportsman', 'ride', 'hound']"
1,200,no,ANIMALS,"The ""ship of the desert\""",a camel,1984-12-11,25,5,5,1,0.25,"['ship', 'desert']"
1,300,no,ANIMALS,"The children are poults, the mothers, hens & the fathers,toms",turkeys,1984-12-11,61,10,14,1,7.59,"['child', 'poult', 'mother', 'hen', 'fatherstom']"
1,400,no,ANIMALS,Name of the sport of hunting birds with other birds,falconry,1984-12-11,51,10,12,1,5.71,"['name', 'sport', 'hunt', 'bird', 'bird']"
1,500,no,ANIMALS,Floating sea creature named by sailors for the Iberian fighting ship it resembles,the Portuguese man-of-war,1984-12-11,81,13,19,1,10.35,"['float', 'sea', 'creatur', 'name', 'sailor', 'iberian', 'fight', 'ship', 'resembl']"
2,200,no,SCIENCE,Land animal with the largest teeth,the elephant,1984-12-11,34,6,8,1,0.3,"['land', 'anim', 'largest', 'teeth']"
2,400,no,SCIENCE,"\""Diffraction"" refers to the way it bends",light,1984-12-11,41,7,9,1,6.24,"['diffract', 'refer', 'way', 'bend']"
2,600,no,SCIENCE,The 2 primary ferrous metals,iron and steel,1984-12-11,28,5,9,1,13.36,"['2', 'primari', 'ferrou', 'metal']"
2,800,yes,SCIENCE,Natural vanilla flavoring comes from this tropical flower,the orchid,1984-12-11,57,8,16,1,11.93,"['natur', 'vanilla', 'flavor', 'come', 'thi', 'tropic', 'flower']"
2,1000,no,SCIENCE,Stratigraphy is a branch of this science,geology,1984-12-11,40,7,10,1,8.5,"['stratigraphi', 'branch', 'thi', 'scienc']"
2,200,no,BODIES OF WATER,"The Shannon River, longest in the British Isles, is in this country",Ireland,1984-12-12,67,12,16,1,6.86,"['shannon', 'river', 'longest', 'british', 'isl', 'thi', 'countri']"
2,400,no,BODIES OF WATER,"A bridge has been proposed to connect Long Island & Rhode Island, across this waterway",the Long Island Sound,1984-12-12,86,15,21,1,6.59,"['bridg', 'ha', 'propos', 'connect', 'long', 'island', 'rhode', 'island', 'across', 'thi', 'waterway']"
1,100,no,U.S. CITIES,Alaskan city renamed this because ships docked there,Anchorage,1984-12-14,52,8,10,1,6.01,"['alaskan', 'citi', 'renam', 'thi', 'becaus', 'ship', 'dock']"
1,200,no,U.S. CITIES,"Colorado city whose name means ""town"" in Spanish",Pueblo,1984-12-14,48,8,10,1,7.98,"['colorado', 'citi', 'whose', 'name', 'mean', 'town', 'spanish']"
1,300,no,U.S. CITIES,The city of Niagara Falls is its largest suburb,Buffalo,1984-12-14,47,9,12,1,7.59,"['citi', 'niagara', 'fall', 'largest', 'suburb']"
1,400,no,U.S. CITIES,"Known for manufacturing grain silos, it's North Dakota's largest city",Fargo,1984-12-14,69,10,16,1,8.87,"['known', 'manufactur', 'grain', 'silo', 'north', 'dakota', 'largest', 'citi']"
1,500,yes,U.S. CITIES,"\""Hub of the high plains"" Mac Davis saw it in his rearview mirror","Lubbock, Texas",1984-12-14,65,13,14,1,0.64,"['hub', 'high', 'plain', 'mac', 'davi', 'saw', 'hi', 'rearview', 'mirror']"
2,200,no,ART,Color you get from mixing orange & black,brown (burnt orange accepted),1984-12-14,40,8,11,1,6.24,"['color', 'get', 'mix', 'orang', 'black']"
2,800,no,ART,"Appointed court painter to Philip IV of Spain, he painted one of the few nudes in Spanish art",Velazquez,1984-12-14,93,18,22,1,7.16,"['appoint', 'court', 'painter', 'philip', 'iv', 'spain', 'paint', 'one', 'nude', 'spanish', 'art']"
3,0,no,BUSINESS & INDUSTRY,"Cincinnati company that is #1 TV advertiser, spending $1/2; billion per yr.",Procter & Gamble,1984-12-14,75,12,20,1,9.5,"['cincinnati', 'compani', '1', 'tv', 'advertis', 'spend', '12', 'billion', 'per', 'yr']"
2,400,no,TRANSPORTATION,Former astronaut Frank Borman runs this airline,Eastern,1984-12-25,47,7,12,1,13.01,"['former', 'astronaut', 'frank', 'borman', 'run', 'thi', 'airlin']"
2,800,no,TRANSPORTATION,"When begun in 1902, this famous train ran from New York to Chicago in 20 hrs.",The 20th Century,1984-12-25,77,16,19,1,6.4,"['begun', '1902', 'thi', 'famou', 'train', 'ran', 'new', 'york', 'chicago', '20', 'hr']"
2,1000,no,TRANSPORTATION,Fruehauf is America's largest maker of this specific item,truck trailers (semis),1984-12-25,57,9,16,1,11.1,"['fruehauf', 'america', 'largest', 'maker', 'thi', 'specif', 'item']"
2,200,no,U.S. HISTORY,President who ordered atomic bomb dropped on Japan,Truman,1984-12-25,50,8,12,1,9.95,"['presid', 'order', 'atom', 'bomb', 'drop', 'japan']"
2,400,no,U.S. HISTORY,State in which George Washington spent winter at Valley Forge,Pennsylvania,1984-12-25,61,10,14,1,5.71,"['state', 'georg', 'washington', 'spent', 'winter', 'valley', 'forg']"
2,600,no,U.S. HISTORY,In '64 Walter Mondale was appointed to the U.S. Senate to replace him,Humphrey,1984-12-25,69,13,19,2,10.03,"['64', 'walter', 'mondal', 'wa', 'appoint', 'u', 'senat', 'replac']"
2,800,no,U.S. HISTORY,A major street in New York's Harlem was renamed for this former Congressman,Adam Clayton Powell,1984-12-25,75,13,18,1,7.93,"['major', 'street', 'new', 'york', 'harlem', 'wa', 'renam', 'thi', 'former', 'congressman']"
2,1000,no,U.S. HISTORY,In 1808 Congress outlawed further importation of these,slaves,1984-12-25,54,8,14,1,9.95,"['1808', 'congress', 'outlaw', 'import']"
3,0,no,WORLD CAPITALS,"The closest foreign capital to Washington, D.C.",Ottawa,1984-12-25,47,7,13,1,10.75,"['closest', 'foreign', 'capit', 'washington', 'dc']"
3,0,no,U.S. GEOGRAPHY,Number of states that touch the Pacific Ocean,5,1984-12-28,45,8,11,1,6.01,"['number', 'state', 'touch', 'pacif', 'ocean']"
1,100,no,WORLD GEOGRAPHY,"Capital of Sri Lanka, it sounds like Peter Falk's been there",Colombo,1984-12-31,60,11,15,1,7.05,"['capit', 'sri', 'lanka', 'sound', 'like', 'peter', 'falk']"
1,200,no,WORLD GEOGRAPHY,Continent Greenland is considered part of,North America,1984-12-31,41,6,11,1,11.83,"['contin', 'greenland', 'consid', 'part']"
1,300,no,WORLD GEOGRAPHY,"As Cape Horn is to South America, this is to Africa",the Cape of Good Hope,1984-12-31,51,11,13,1,0.55,"['cape', 'horn', 'south', 'america', 'thi', 'africa']"
1,400,no,WORLD GEOGRAPHY,"Closest foreign country to Fairbanks, Alaska",Canada,1984-12-31,44,6,11,1,14.46,"['closest', 'foreign', 'countri', 'fairbank', 'alaska']"
1,500,no,WORLD GEOGRAPHY,The Gulf of Aqaba separates these 2 Mid-East peninsulas,the Arabian Peninsula & the Sinai Peninsula,1984-12-31,55,9,14,1,9.35,"['gulf', 'aqaba', 'separ', '2', 'mideast', 'peninsula']"
2,200,no,ART,13 ate at this event depicted by Leonard Da Vinci,the Last Supper,1984-12-31,49,10,13,1,7.29,"['13', 'ate', 'thi', 'event', 'depict', 'leonard', 'da', 'vinci']"
2,400,no,ART,"What the man holds in Grant Wood's ""American Gothic\""",a pitchfork,1984-12-31,53,9,12,1,5.84,"['man', 'hold', 'grant', 'wood', 'american', 'gothic']"
2,600,no,ART,Movie of Toulouse-Lautrec's life named for where he spent part of it,the Moulin Rouge,1984-12-31,68,12,13,1,0.6,"['movi', 'toulouselautrec', 'life', 'name', 'spent', 'part']"
2,800,no,ART,"Goya painted her ""Clothed"" & ""Naked\""",Maja,1984-12-31,37,6,7,1,7.04,"['goya', 'paint', 'cloth', 'nake']"
2,1000,no,ART,Court painted for Henry VIII who painted him & several of his wives,Hans Holbein,1984-12-31,67,13,19,1,8.18,"['court', 'paint', 'henri', 'viii', 'paint', 'sever', 'hi', 'wife']"
3,0,no,SPORTS,Only 2 cities with both a National & American League baseball team,New York & Chicago,1984-12-31,66,12,18,1,5.62,"['onli', '2', 'citi', 'nation', 'american', 'leagu', 'basebal', 'team']"
1,100,no,ISLANDS,Brooklyn resort that's no longer an island,Coney Island,1985-01-03,42,7,10,1,8.5,"['brooklyn', 'resort', 'longer', 'island']"
1,200,no,ISLANDS,"Bridge from Nassau connects with this ""heavenly"" Bahamian island",Paradise Island,1985-01-03,64,9,16,1,11.1,"['bridg', 'nassau', 'connect', 'thi', 'heavenli', 'bahamian', 'island']"
1,300,no,ISLANDS,"Worlds 3rd largest, some of its inhabitants are ""wild men\""",Borneo,1985-01-03,59,10,13,1,5.71,"['world', '3rd', 'largest', 'inhabit', 'wild', 'men']"
1,400,no,ISLANDS,Galapagos Islands are home to only variety of this reptile to feed in the sea,iguanas,1985-01-03,77,15,22,1,8.59,"['galapago', 'island', 'home', 'onli', 'varieti', 'thi', 'reptil', 'feed', 'sea']"
1,100,no,SPORTS,Sport that allows players to throw bombs,football,1985-01-03,40,7,9,1,8.5,"['sport', 'allow', 'player', 'throw', 'bomb']"
1,200,no,SPORTS,Bernice Gera was the 1st in baseball,female umpire,1985-01-03,36,7,9,1,6.24,"['bernic', 'gera', 'wa', '1st', 'basebal']"
1,300,no,SPORTS,They can be mashies & niblicks,irons (golf clubs),1985-01-03,30,6,7,1,7.04,"['mashi', 'niblick']"
1,400,no,SPORTS,Number of fingers used to draw a bow,3,1985-01-03,36,8,10,1,6.01,"['number', 'finger', 'use', 'draw', 'bow']"
1,500,no,SPORTS,The words that announce the start of the Indianpolis 500,"Gentlemen, start your engines",1985-01-03,56,10,15,1,7.29,"['word', 'announc', 'start', 'indianpoli', '500']"
2,200,no,SCIENCE,Galaxy we live in,Milky Way,1985-01-03,17,4,5,1,7.78,"['galaxi', 'live']"
2,400,no,SCIENCE,Human organ containing the smallest bones,ear,1985-01-03,41,6,11,1,11.83,"['human', 'organ', 'contain', 'smallest', 'bone']"
2,600,no,SCIENCE,"Known as ""black light"" because most of them can't be seen with the naked eye",ultraviolet rays,1985-01-03,76,15,16,1,0.74,"['known', 'black', 'light', 'becaus', 'cant', 'seen', 'nake', 'eye']"
2,800,yes,SCIENCE,"About 8% of all snakes are this poisonous type, which includes adders & rattlesnakes",vipers,1985-01-03,84,14,17,1,7.93,"['8', 'snake', 'thi', 'poison', 'type', 'includ', 'adder', 'rattlesnak']"
2,1000,no,SCIENCE,Mineral that's the richest in uranium ore,pitchblende,1985-01-03,41,7,12,1,10.75,"['miner', 'richest', 'uranium', 'ore']"
2,200,no,U.S. CITIES,"\""America's Birthplace"", July 4, 1776","Philadelphia, Pennsylvania",1985-01-03,37,5,10,1,10.2,"['america', 'birthplac', 'juli', '4', '1776']"
2,400,no,U.S. CITIES,"It proclaims itself, ""The Biggest Little City in the World\""","Reno, Nevada",1985-01-03,60,10,14,1,7.29,"['proclaim', 'biggest', 'littl', 'citi', 'world']"
2,200,no,LITERATURE,"According to both Burns & Steinbeck, their best laid schemes ""gang aft a-gley\""",mice and men,1985-02-08,79,13,16,1,6.86,"['accord', 'burn', 'steinbeck', 'best', 'laid', 'scheme', 'gang', 'aft', 'agley']"
2,400,no,LITERATURE,"In 1671, Milton wrote ""Paradise Regained"", a sequel to this",Paradise Lost,1985-02-08,59,10,14,1,10.45,"['1671', 'milton', 'wrote', 'paradis', 'regain', 'sequel', 'thi']"
2,600,no,LITERATURE,"English title of 7-part novel ""A la recherche du temps perdu"" by Proust",Remembrance of Things Past,1985-02-08,71,13,17,1,6.71,"['english', 'titl', '7part', 'novel', 'la', 'recherch', 'du', 'temp', 'perdu', 'proust']"
2,800,no,LITERATURE,"\""All stories, if continued far enough, end in death..."" he wrote in ""Death in the Afternoon\""",Ernest Hemingway,1985-02-08,94,16,21,1,5.42,"['stori', 'continu', 'far', 'enough', 'end', 'death', 'wrote', 'death', 'afternoon']"
2,1000,yes,LITERATURE,"Language in which Browning's ""Sonnets from the Portuguese"" was originally written",English,1985-02-08,81,11,19,1,9.92,"['languag', 'brown', 'sonnet', 'portugues', 'wa', 'origin', 'written']"
1,100,no,U.S. GEOGRAPHY,"State whose license plate reads ""Land of 10,000 Lakes\""",Minnesota,1985-03-04,55,9,10,1,5.84,"['state', 'whose', 'licens', 'plate', 'read', 'land', '10000', 'lake']"
1,200,no,U.S. GEOGRAPHY,"Indian name for ""sleepy ones"", 95% of this ""Corn State"" is farmland",Iowa,1985-03-04,67,12,15,1,5.55,"['indian', 'name', 'sleepi', 'one', '95', 'thi', 'corn', 'state', 'farmland']"
1,300,no,U.S. GEOGRAPHY,Only temperate zone rain forest in the U.S. is on this state's Olympic peninsula,Washington,1985-03-04,80,14,20,1,6.59,"['onli', 'temper', 'zone', 'rain', 'forest', 'u', 'thi', 'state', 'olymp', 'peninsula']"
1,400,no,U.S. GEOGRAPHY,The only leper colony in the U.S. is on an island in this state,Hawaii,1985-03-04,63,14,17,1,5.46,"['onli', 'leper', 'coloni', 'u', 'island', 'thi', 'state']"
1,500,no,U.S. GEOGRAPHY,"These 2 states are ""Cajun Country\""",Louisiana and Texas,1985-03-04,35,6,8,1,6.57,"['2', 'state', 'cajun', 'countri']"
1,100,no,WORD ORIGINS,"From French solider Nicolas Chauvin, who was steadfastly, loyal to Napoleon",chauvinism,1985-03-04,75,11,17,1,11.36,"['french', 'solid', 'nicola', 'chauvin', 'wa', 'steadfastli', 'loyal', 'napoleon']"
1,200,no,WORD ORIGINS,"\""Biblical"" term for the thyroid cartilage that bulges in the throat",Adam's apple,1985-03-04,68,11,16,1,8.49,"['biblic', 'term', 'thyroid', 'cartilag', 'bulg', 'throat']"
